,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Activity
21,-44.2022486,38.37824147,1.439669076,14.92547383,8.393076765,-12.29001295,8.134479926,1.55045482,5.262491582,5.382812451,STANDING
22,-45.48800239,44.57174039,1.196824037,16.13933579,4.337356315,-11.83943926,8.157507923,5.31784888,3.91788733,0.138063422,STANDING
23,-42.03342375,35.8262662,3.609197468,8.370843647,5.547160797,-10.86914583,6.009050447,6.754408508,6.937071474,-2.281163625,STANDING
24,-42.25350375,33.41112258,3.589884259,10.59280715,3.880113363,-11.42514529,9.271242556,6.056017683,2.630974909,-0.65491567,STANDING
25,-42.25471109,30.48536974,6.210852508,11.17933432,4.264416947,-10.83629538,6.906659615,7.0202425,-2.01903442,-5.213103234,STANDING
26,-42.2000868,30.60000892,7.544408557,10.76288646,4.978730464,-7.334832244,0.663521001,1.850624613,1.767998233,-1.347328712,STANDING
27,-44.84752674,39.83937836,5.466359328,15.562155,6.524509999,-11.15927445,1.271315928,3.33170779,2.764930653,2.104544292,STANDING
28,0.264629668,-86.21209625,-76.78046076,53.12513242,-121.5612208,29.85325554,-1.427266934,-52.85906882,48.93004133,-45.6836307,SITTING
29,-33.41968865,-26.77194555,-21.86345536,16.1916567,-0.37577583,-10.39511971,-8.320207828,5.223483195,-3.316920471,-5.023993677,SITTING
30,-38.18893344,-3.322441464,-12.93786211,16.91419245,5.473913972,-10.16342336,-3.678854401,11.00215615,-11.88854363,2.471422088,SITTING
31,1.506708413,-41.33900328,17.26076871,-19.36603839,4.030178026,12.15025092,-2.917473271,3.087653221,1.882123932,5.367713005,SITTING
32,6.837114386,-66.8590542,-19.15900018,0.972440609,-34.67375316,21.10476673,0.192079903,-11.51936231,18.7133668,-14.97525855,SITTING
33,-1.841773325,-79.70534323,-80.76915689,36.01538167,-109.1264871,21.80596097,9.937499333,-22.02567622,33.63176301,-46.98097095,SITTING
34,-29.92479461,-26.54205868,-26.60125232,11.90508641,-15.5583932,-7.387565363,6.292422912,10.39394078,-1.663404818,4.287508117,SITTING
35,-37.35255621,-7.361068057,-24.92764341,13.72252442,0.633098668,-10.47216789,2.391406475,19.96927146,-6.399761164,1.553416179,SITTING
36,-39.86240961,11.64685647,-13.46821428,6.082077903,6.420043108,-9.446763785,7.716966098,9.357501998,-7.227186617,9.493294649,SITTING
37,-42.37673756,35.8817364,-5.551762796,1.594330782,8.621827619,-1.842372144,5.28832072,6.038760419,6.415647921,1.867162673,SITTING
38,-41.59077542,31.97439217,-3.070147981,-0.478483475,8.269998565,-3.84284882,6.610605789,5.517680637,1.490052555,-2.127812369,SITTING
39,-29.11227955,-23.77126365,-17.19531985,14.03702342,0.995862384,-12.21060293,-1.984082628,8.807473742,-7.771919981,-1.351473766,SITTING
40,-31.00416254,-12.48670434,-4.952242552,5.155078448,2.047232429,-5.598473024,-12.14583148,4.006761687,-17.11641915,2.048876565,SITTING
41,-35.83880568,2.448584043,2.620751045,2.269447022,11.77868679,-10.31174472,-6.154499393,2.69619879,-16.25945995,3.356548633,SITTING
42,-38.77261147,19.8514724,-2.118674657,0.510820751,6.054666071,-7.17748221,-3.919114664,13.77691388,-3.459997291,2.148016436,SITTING
43,-39.04935824,19.81662723,-2.843128109,2.255614622,5.140783567,-10.10037216,-1.238997954,14.1549475,-1.615875431,3.382933592,SITTING
44,-40.89767542,13.34808681,-5.004622445,7.024561126,12.61073927,-10.69564342,-2.47356536,8.614466357,-1.114080018,0.729358616,SITTING
45,-40.91732685,16.99648685,-4.39213147,9.625725858,10.38287543,-5.904884178,-5.51881282,12.35852123,3.599763849,-3.421703891,SITTING
46,-41.3788722,22.34700808,0.24840844,10.71747752,5.113234861,-7.973646402,1.246094208,11.97998426,-2.468967853,-2.496927825,SITTING
47,-40.59751238,23.18028561,2.378219371,6.712627548,6.782042764,-9.130539362,-1.780153702,9.401461314,1.336707547,-1.297433255,SITTING
48,-40.05284502,23.95289394,9.062694132,0.654601558,6.162602029,-2.944687705,0.262341022,5.940642874,0.006931089,-11.7289196,SITTING
49,-39.92518941,23.11263166,3.109279345,4.28603529,2.546942855,-1.430988471,5.117345381,16.2806993,0.627233254,-8.496142043,SITTING
50,-39.89014189,18.81520592,1.372765,5.286827427,4.869398969,-2.627356703,-0.692128416,16.39719733,1.052373916,-7.470016907,SITTING
51,-41.54594359,23.98600674,4.110404612,5.358306246,8.798413384,-2.953630094,-12.3173023,-1.642998073,9.066724651,-4.86581194,SITTING
52,-17.17268966,-35.0595678,-15.61563761,-28.89638922,-19.77587545,11.95134658,4.200580071,-4.698458293,-0.455167887,-9.373833928,LAYING
53,-36.5342315,-1.755087109,-17.23446,-1.870579536,14.59211325,-8.939207409,4.089900882,3.98719398,-1.529214379,7.603956743,LAYING
54,-40.69270816,16.55409788,-9.565911485,-3.511214232,15.23864066,-9.964695557,8.930348514,6.677259806,-3.129441681,1.707272237,LAYING
55,-43.48132098,23.47036639,-9.149544737,-0.834826008,16.94196393,-14.23424383,2.696740026,1.916629512,-3.322302823,-1.034150473,LAYING
56,-43.17753635,27.20973018,-5.551771047,-1.736182357,13.43800765,-9.486741127,8.28432814,1.186982443,3.099335029,-0.206007188,LAYING
57,-42.90086891,32.10395584,-6.141652739,-4.939694789,12.32558411,-11.88233315,11.12883514,2.684059498,5.749901944,-3.535594639,LAYING
58,-42.23546274,27.89276938,-7.073022697,-4.692276612,16.13731672,-8.539003856,5.773335152,3.155804848,6.825270785,-0.123439606,LAYING
59,-42.55881188,24.45739619,-2.455552762,-1.955576392,14.51298895,-6.160649875,6.896155895,-3.817035482,5.737771726,0.890370129,LAYING
60,-42.1039655,24.4945568,-4.736114913,-3.64828917,13.55991428,-8.042458585,10.0542233,4.157011764,-0.125028923,-4.932952054,LAYING
61,-43.30025832,35.2768336,-8.974496458,-1.980916615,14.60443246,-10.59861839,13.72010367,6.488102948,6.61763174,-6.200768689,LAYING
62,-42.83150976,33.4370947,-4.069664961,-3.143600856,10.62358321,-8.897870523,13.86841417,1.058913323,3.009717653,-3.935895213,LAYING
63,-44.66997784,33.50899425,-3.661696589,3.996493468,9.839410381,-9.645373114,13.16012359,3.722954352,-4.256753694,-1.255886666,LAYING
64,-44.63776757,33.26300076,-4.273505429,2.343023571,15.41805193,-6.417311254,4.83707398,3.579653159,0.732898618,-2.905858231,LAYING
65,-10.27334618,-58.96300843,-83.52373787,22.33170097,-93.79910455,27.64330977,0.294514037,-55.75359313,21.22859811,-26.59779895,LAYING
66,-28.29712858,-27.88008497,-24.50804268,-4.717058359,-5.018914013,-7.629844788,-3.604919263,3.09348818,-12.44806575,3.696701471,LAYING
67,17.10964393,-55.53760677,-5.325559506,-22.59994619,-18.87972036,14.03614174,13.8975415,-25.06142193,4.680636084,0.364621899,LAYING
68,26.91756179,-107.2513299,-93.00358276,16.21066053,-124.0894129,44.78820425,31.13522298,-88.75616522,44.286129,-53.51174217,LAYING
69,-7.061025985,-58.69744867,-35.54302174,-7.644941932,-44.7557607,7.911540803,11.32728011,-15.67402464,-1.979863868,-14.67063752,LAYING
70,8.868384284,-42.45195082,-32.95428754,-2.862787765,-48.22610478,16.07050835,1.842015598,-19.89679734,0.278627891,-16.981318,LAYING
71,36.45434697,-45.43306091,-62.10711267,22.04421121,-60.49337695,26.98968739,6.297906924,-59.37090621,20.40601511,-28.47423544,LAYING
72,44.91696027,-104.7449744,-159.5531435,73.03718636,-206.086373,62.42975117,28.61277113,-142.7635119,59.70708412,-101.3733352,LAYING
73,8.820169679,-94.14596022,-80.22175961,31.95095768,-116.4693901,15.32425385,7.616995598,-64.87325691,23.88695446,-56.1460477,LAYING
74,-24.74217054,-29.95350687,-21.09094855,8.42665765,-21.54737941,-2.088330952,-11.14026345,9.903638572,-2.118217411,-5.930108462,LAYING
75,-38.72375154,-0.628121778,-14.50560566,11.60798455,-7.582856655,-0.962700343,-19.80428533,10.50732268,-11.63312471,-6.415821925,LAYING
76,-42.00607092,9.276002498,-10.03452898,5.349113218,10.85597431,-9.859744646,-7.518595536,9.107532105,-14.26182732,5.085513519,LAYING
77,-42.7740636,20.69984534,-8.06359084,2.565997939,4.900029135,-9.640985056,-4.779711692,1.437801247,-8.150082244,8.501235728,LAYING
78,-43.62736077,29.51645853,-4.644195824,0.460746958,6.806793207,-10.98650469,1.257209801,-1.897466552,-2.718845538,6.087786358,LAYING
79,44.21609188,-0.198469338,18.30445124,-14.90214031,-0.481841621,9.77191329,0.712155142,-8.405833246,-6.19125173,-15.84355473,WALKING
80,49.35881201,6.194796134,8.806422583,-8.204438758,0.893308369,8.025215444,0.833661295,-2.959922792,5.916529932,-18.07435734,WALKING
81,40.60977649,11.22692403,1.866145675,-1.48024758,7.039073097,1.384693274,-0.397371365,-2.097598231,-1.661140291,-14.24683691,WALKING
82,53.40383079,15.59146588,9.508692192,-3.532814618,8.354891998,8.333081023,-1.108101973,4.30157852,-8.669895858,-3.614994169,WALKING
83,57.61264239,14.47712142,7.009807798,-3.51976985,9.504348784,11.0895586,1.222025484,7.814874319,-2.095302125,-3.795804763,WALKING
84,50.95005908,13.89585677,0.217279799,0.707824382,10.51298406,10.75065997,-2.576692335,7.267164354,5.946720615,-4.281337624,WALKING
85,48.40826086,9.938356738,11.61849433,-10.22889367,1.666783455,9.837182437,3.871347205,8.852351256,1.281927317,-13.81986127,WALKING
86,47.93653457,21.12458551,8.325076901,-3.751610684,4.54533902,3.272586511,1.617860932,9.28401277,5.160108191,-13.0298529,WALKING
87,43.88299473,-5.998114557,10.4995588,-0.593939502,4.418207512,10.34206885,2.108201692,-7.879635918,3.487444629,-10.19321778,WALKING
88,44.60277499,8.087623173,12.88119377,-5.031151057,5.435167452,9.425509048,2.29988497,-3.016098327,0.468576921,-12.22304932,WALKING
89,39.44458717,16.92719411,5.539357331,2.55377398,5.021242231,8.903718031,-3.906556104,1.289712722,-0.82987206,-10.36638346,WALKING
90,44.17952809,16.58848777,9.232470201,-3.850936278,8.137643626,7.827872841,-8.279327677,1.078262995,2.293243287,-5.976392874,WALKING
91,52.98111851,10.94938361,16.29515472,-13.38175917,10.75588871,12.64376061,-3.435630071,-0.509289358,1.559317433,-4.54593392,WALKING
92,56.00877892,13.69280245,7.323712234,-11.01871197,5.707218406,14.95623475,-2.975892618,2.844883929,-5.726216831,-7.645322162,WALKING
93,49.64999514,15.19315468,4.618430815,-8.610189772,2.384026801,12.51847975,-11.33791331,-4.916527209,-0.199714399,-7.319609868,WALKING
94,45.20784716,20.36165618,7.628666343,-0.850592667,10.43398037,10.66818041,-13.96771774,-10.60613955,0.399108206,-5.692808342,WALKING
95,49.16293699,17.14374312,8.032303118,-1.262143605,5.975401825,11.65986164,-15.86347073,-6.327791149,3.102296499,-6.226819059,WALKING
96,52.27573114,15.46902165,12.69028985,-7.985319428,7.627510608,11.89909834,-9.865396629,-2.63006643,1.369826555,-1.946873154,WALKING
97,55.3569208,14.46862612,10.43925154,0.815777073,5.298313166,12.74711905,-11.58953373,-0.713456081,-3.819205045,-6.294540109,WALKING
98,47.54482848,19.23889548,9.18456013,3.598142134,6.325614781,15.95377376,-11.10399131,8.057529449,13.97559745,-2.078193845,WALKING
99,47.92392024,12.68185405,3.93756187,8.915976438,8.653387802,8.165368743,-3.667723868,-7.06205965,3.938135016,-5.404544601,WALKING
100,44.41297137,11.38624188,0.424599625,5.912196038,10.54649811,4.173626221,-12.70000688,-12.32904071,3.772923561,-4.227700848,WALKING
101,46.71148214,14.21091469,-0.405636638,0.655730225,7.079836732,10.00638078,-11.08423154,-8.802808402,1.774278437,-7.029520591,WALKING
102,53.59638962,32.131515,-1.213591577,3.016033122,5.720497866,12.79212234,-12.91316485,1.964657315,-6.565431464,-4.023280136,WALKING
103,52.50159443,25.9158789,0.906349631,-5.631581277,7.799926939,9.822440794,-5.081525018,5.87873747,-5.944430536,-13.92135921,WALKING
104,57.80182594,16.50974979,13.22440797,-11.36782624,8.328337424,9.970944269,0.091224423,11.95683257,-2.962212457,-14.2256421,WALKING
105,51.82170429,14.99084997,2.125591102,0.068357492,1.814535615,7.937498647,-4.196707832,7.035289249,2.516370534,-9.653364094,WALKING
106,42.24300995,10.39863377,3.812813172,-0.832847957,5.184119249,4.387377091,1.686356477,-2.417542785,-4.982822217,-9.742428771,WALKING
107,51.7196189,19.67773478,12.7273617,-7.0762316,4.991809342,5.994490754,7.135647878,1.2287397,-10.43358616,-12.5361628,WALKING
108,46.54089908,20.9425565,4.341692866,7.200242904,9.921509525,6.208399524,-9.428706715,0.761497189,6.886078744,-2.404526844,WALKING
109,47.03558091,14.96257073,3.202386977,6.180814106,10.63817029,8.725711591,-15.3303988,-8.144206278,4.896034163,-7.104235731,WALKING
110,47.80664998,15.78266071,11.06709304,0.124075658,12.09376595,8.483534168,-9.628802068,-10.36764176,-1.817763953,-9.60433182,WALKING
111,49.19486738,13.0941488,13.65379702,-0.363977479,7.242643388,9.603618649,-8.784492551,-8.050428319,-1.512604939,-6.608310857,WALKING
112,56.29681248,17.51624771,-11.49290323,8.59027001,-2.906900024,7.381006319,-7.186058157,-7.955261549,1.898827699,-6.836640112,WALKING
113,40.20185491,17.43171621,-3.549242792,7.344429568,8.683589856,-0.405274242,-16.36378897,-9.742150096,5.127621573,-4.212462151,WALKING
114,43.95894802,15.96206657,6.103572906,-1.295979793,8.283932136,5.7166106,-4.251314618,1.820741654,-0.814879085,-9.184232124,WALKING
115,44.96378301,11.7486349,15.42085787,-5.042495903,9.918767667,5.860149496,-1.804115601,0.518793674,-5.301986809,-4.120929424,WALKING
116,48.32508399,15.97829511,7.320391034,2.965377619,0.950496688,6.602412222,-4.489499584,-0.297852948,1.59655479,-9.557423949,WALKING
117,48.21771339,15.81839065,15.39626628,-8.531678817,3.147155167,8.52597044,7.286765739,7.410897682,-2.336822466,-16.01828469,WALKING
118,44.17124182,15.85944084,17.59079817,-10.65555818,6.80913887,8.169149493,4.549735625,1.73044817,5.354136256,-10.07856231,WALKING
119,36.714805,17.52209967,5.790399648,4.132517098,10.56003,7.796612014,-0.132672964,-2.309678705,15.02551548,-1.189033193,WALKING
120,37.31785241,10.37269982,14.67381882,-1.431185007,7.94359237,10.46709375,2.420751776,9.126475245,11.99489844,-2.590348393,WALKING
121,39.43923606,5.692347106,15.48799207,-5.908697677,4.842126025,9.284056326,5.664271303,7.498668745,2.833741773,-5.799320844,WALKING
122,37.56862839,11.93461628,7.140594494,3.649956117,16.37907069,11.58591322,-0.430968101,-3.984039901,13.15272336,-2.620328295,WALKING
123,44.35443078,14.80495896,12.51091444,2.911060023,20.45369547,9.071829997,-1.42588982,-1.595553898,12.59685275,0.745902287,WALKING
124,47.29010429,7.532916061,12.62854817,-2.252772105,8.305720974,9.618908906,0.35490229,1.166434618,7.536991599,-7.012767687,WALKING
125,44.68828545,7.420922222,11.83166754,-0.038803656,0.604700474,13.7591978,-3.194125272,-5.039621453,0.227027365,-13.7789452,WALKING
126,32.31109312,6.038837277,-10.40291793,2.321044975,-17.33702121,0.408863059,2.694419209,6.355509754,-8.296072616,-9.809818989,WALKING_DOWNSTAIRS
127,39.94649759,22.32063497,-5.769391997,-2.996108956,-4.28886144,5.510376829,-1.061985653,2.070657771,-10.10998884,-3.412574737,WALKING_DOWNSTAIRS
128,51.03597346,23.87817003,0.783092829,-0.430093971,-1.721172595,5.673612573,-8.052447122,4.878761276,-22.30788866,-2.920566032,WALKING_DOWNSTAIRS
129,50.65269182,17.67130287,-3.353821273,-1.38530768,-5.259132974,-2.701577266,1.817051046,6.815164198,-15.19522629,-6.730945349,WALKING_DOWNSTAIRS
130,47.5582115,13.91303146,0.617378744,-6.643289674,-0.650188086,0.133924351,7.09268286,1.162788897,-10.54579041,-4.749262311,WALKING_DOWNSTAIRS
131,60.02049279,15.15428254,-3.537200886,-8.630644583,-4.903856175,7.549060018,-3.799849703,3.438041394,-16.84396656,-5.225932988,WALKING_DOWNSTAIRS
132,58.54654777,22.11851084,-7.738326195,-2.623647035,-5.404036325,9.722232726,-5.591015289,9.312919478,-8.812601233,-6.177313501,WALKING_DOWNSTAIRS
133,39.97805089,26.83544686,-9.972498409,6.77926095,-4.911178882,5.643210875,-3.684308346,10.66121716,10.86869494,2.018631367,WALKING_DOWNSTAIRS
134,36.19579726,32.94821436,-5.870916078,2.652190887,-3.159447215,1.926227799,-3.120619341,5.550236772,-2.497607908,-1.339062099,WALKING_DOWNSTAIRS
135,69.62189185,25.2489856,-22.26733187,23.34422978,-23.62999802,22.73161359,0.764217302,-17.90982778,-20.73534877,-10.52370565,WALKING_DOWNSTAIRS
136,61.77531323,19.72929005,-4.251671183,0.571602101,-5.783290179,6.779154164,2.104971253,6.464097863,-18.23257361,-1.112272494,WALKING_DOWNSTAIRS
137,67.5778185,21.92967718,-8.71166518,5.280464045,-5.835735746,11.21395683,-17.07598678,-7.469722612,-16.71154199,-1.296624439,WALKING_DOWNSTAIRS
138,69.04909357,12.59859651,-9.979396908,3.668303361,-7.708098676,9.214345997,-2.292650733,-14.45216842,-14.61364568,-4.535667481,WALKING_DOWNSTAIRS
139,67.66143454,5.331116305,-2.659700723,-6.923994603,-3.324477346,9.08957413,11.27202828,7.224785756,-29.24400815,-4.747868691,WALKING_DOWNSTAIRS
140,59.45507899,10.5389904,-4.024669241,-5.323029476,-11.58700403,5.60170054,7.549216845,0.685177737,-20.29477074,-13.89292786,WALKING_DOWNSTAIRS
141,61.15125052,19.37977432,-15.93507522,10.59593611,-13.9939726,0.90444053,4.478122718,-9.421067248,-9.721071797,-9.693617807,WALKING_DOWNSTAIRS
142,49.69207857,10.95845349,-10.40848072,4.320879209,3.140653142,1.889386118,2.037607963,2.660105474,-9.686904318,3.34792448,WALKING_DOWNSTAIRS
143,47.15356739,5.592115346,-3.776927956,2.354663007,-2.558209997,-1.410730002,2.143660207,2.767152222,-2.299206384,2.033899452,WALKING_DOWNSTAIRS
144,50.00320798,11.30082353,-1.972266742,-0.708305746,-1.577186029,2.215376198,-3.482665554,5.832004392,3.304705154,2.452144401,WALKING_DOWNSTAIRS
145,63.71682117,16.42872674,-6.380930639,2.3929368,-6.644193154,11.46882003,-4.58394525,-1.19477301,-5.024145413,-2.817569148,WALKING_DOWNSTAIRS
146,65.87238979,7.454783639,-13.6969658,2.921269925,-17.83725367,8.062599905,0.94932733,-9.191683185,-6.168292764,-9.656488463,WALKING_DOWNSTAIRS
147,52.52617323,3.409292635,-11.71201836,6.544917157,-5.923453303,-1.861713456,0.332932939,-9.059777346,-6.342844149,3.503657904,WALKING_DOWNSTAIRS
148,47.86287218,-3.280206303,-14.61705523,6.973224544,-11.43843191,9.958039914,-8.012484623,-16.59514953,-4.779622366,-5.644100742,WALKING_DOWNSTAIRS
149,40.84569089,11.14233642,-8.413790568,9.448713781,-6.696042988,9.546174039,-5.934120011,-13.47322775,-0.993590013,-9.758917815,WALKING_DOWNSTAIRS
150,38.36549796,11.11747426,-9.309578684,6.314526397,-7.683076946,3.996306757,-2.276216831,-9.863264942,7.694304416,-11.00840622,WALKING_DOWNSTAIRS
151,34.78491672,-32.15682878,-15.78526072,16.99974212,-8.124873452,26.15940517,7.782762255,-15.42424336,16.8526018,-11.44063335,WALKING_UPSTAIRS
152,28.33849266,-21.4298262,-5.2785714,8.64250372,9.651922961,9.351100919,8.522239327,6.14247914,7.541009399,2.888144922,WALKING_UPSTAIRS
153,34.03221575,-24.22708642,4.617249245,-1.351659652,22.04913821,3.408927443,7.627111001,-3.49621753,3.63696676,-3.189604944,WALKING_UPSTAIRS
154,44.39497335,-28.50449818,2.188044918,-4.457978554,17.01454714,6.185387701,7.546457722,-8.08733811,4.573749021,-6.762519629,WALKING_UPSTAIRS
155,42.1699046,-27.996191,3.049828762,-5.608738728,8.665983061,11.70250295,7.778977418,1.009774185,7.480360961,-10.19444095,WALKING_UPSTAIRS
156,39.68150536,-23.71784393,3.859201237,-2.123805428,3.674468058,15.8528921,11.39215097,-3.843993953,4.464022786,-22.15319248,WALKING_UPSTAIRS
157,33.19028441,-19.93253922,0.619428251,5.363252827,12.76644233,8.334181337,5.455376811,-4.843502306,-0.599994428,-11.94577253,WALKING_UPSTAIRS
158,29.50852159,-18.81232654,-2.637762138,10.87333264,9.646816062,10.71046265,0.99777885,-2.222912706,-1.96744372,-8.727078334,WALKING_UPSTAIRS
159,34.49237454,-32.52282887,-25.33327084,15.46982004,-15.71333251,7.925717208,7.90373485,-12.57825653,14.736315,-22.91847792,WALKING_UPSTAIRS
160,32.86767737,-24.51694462,3.587773331,-3.475223616,10.53312192,4.839996646,8.194608528,10.07281629,2.463280724,-9.298371349,WALKING_UPSTAIRS
161,38.80786981,-24.80781498,9.015302587,-6.958823429,21.72989284,9.755357561,8.021399,-3.022986537,5.788661128,-9.164629193,WALKING_UPSTAIRS
162,37.41377321,-22.29643186,6.049767355,-4.024481075,23.19997113,5.826354219,1.388501011,1.063888921,2.189788329,-4.498977089,WALKING_UPSTAIRS
163,28.09850975,-23.58293427,4.334310248,-5.087126456,14.69376175,1.51079524,4.925588612,1.855384941,-5.62564245,-13.37038546,WALKING_UPSTAIRS
164,30.42245617,-21.70816318,4.583657766,0.191586731,14.34945441,6.994455254,5.491918962,1.18954978,-1.122391307,-9.35289412,WALKING_UPSTAIRS
165,29.22587858,-27.62742653,4.914493388,-2.439611138,12.46371795,8.09967991,4.751724667,11.1356143,2.776858967,-7.138672783,WALKING_UPSTAIRS
166,27.3377705,-33.07564181,1.216848813,-1.366787548,8.119430463,9.03167366,4.885938764,8.319352669,6.45156,-5.621874687,WALKING_UPSTAIRS
167,29.63973512,-28.29538437,4.09204037,-5.568697658,13.31985371,8.598557192,5.28097559,4.92226781,8.871614399,-2.468262433,WALKING_UPSTAIRS
168,32.69011886,-43.4448353,-7.359702681,-3.745922199,1.806970821,9.76163903,6.191230259,-15.82482,6.922257858,-24.37301698,WALKING_UPSTAIRS
169,34.44407396,-29.2697776,11.77856426,-16.89303068,14.18145662,7.334654717,5.025844633,-5.235737098,-5.085593848,-23.10666163,WALKING_UPSTAIRS
170,40.76403087,-30.8112939,12.0513859,-16.61212678,18.73078335,6.388851045,11.33649024,-15.42158548,-4.959217701,-24.9182343,WALKING_UPSTAIRS
171,39.66681312,-32.96815372,6.855947373,-5.5841298,23.72886411,7.831861808,1.469841737,-11.10030732,1.318196635,-9.612727027,WALKING_UPSTAIRS
172,31.55470257,-23.87000852,6.02035849,-3.565810183,9.016699224,6.080674004,7.652879274,-2.114400131,-1.530174533,-11.44051547,WALKING_UPSTAIRS
173,30.78690447,-23.68067328,4.564754606,-1.983968861,3.284531161,4.731449126,13.34104416,3.529446494,0.416092424,-18.5724745,WALKING_UPSTAIRS
174,38.43273787,-24.16121995,7.473826923,-6.495772124,8.409175773,6.462317381,8.246640976,-5.874885579,10.54072331,-15.84820896,WALKING_UPSTAIRS
175,27.20077307,-23.32985751,4.885362786,-1.926035786,16.70883534,3.770350006,0.377927673,-4.956277981,11.64834669,-8.075878542,WALKING_UPSTAIRS
176,29.2092496,-16.9209724,4.240128527,5.101832127,13.22150489,8.048023799,-0.235868363,-4.718615806,13.8290351,-10.8075503,WALKING_UPSTAIRS
177,-38.78402833,-11.53893589,-33.17107533,43.76876109,2.054253346,-17.78091935,-1.700630451,12.78284517,-1.890002037,18.205609,STANDING
178,-32.53296749,-16.00996025,-0.777103004,10.21918116,4.353658022,-11.63626095,3.455804024,6.976052779,-3.370517156,5.694096394,STANDING
179,-35.66472327,1.023796389,5.697565364,8.311354362,3.155339765,-7.016505293,-0.19606329,7.344207937,-0.416726742,1.11254081,STANDING
180,-31.56483799,0.519965229,14.95964343,-2.517662165,-0.998511573,-5.071193808,1.137823032,0.185001164,-4.663692097,14.25757669,STANDING
181,-28.26328443,-11.50167928,13.50390946,-6.885828314,1.793219835,-8.541614493,4.179964426,4.344743894,-10.94059327,14.96093552,STANDING
182,-34.57523671,3.597474363,8.82190725,4.34549226,-4.482071135,-5.854294086,0.439038697,9.731999189,-14.35722448,-6.809830591,STANDING
183,-39.53991036,18.72792338,8.166137047,11.67060155,-0.822668439,-5.583768781,-3.693046754,9.630409063,-1.153766709,-1.230005159,STANDING
184,-39.11839504,12.67876011,8.255364112,9.587239438,5.955678263,-7.765536792,-0.745192834,3.459631065,-1.64434327,4.74316096,STANDING
185,-37.20269732,26.09458784,16.26311258,3.42107791,-2.895578085,-6.627178804,12.98010683,6.112584286,-2.643915481,1.633252208,STANDING
186,-38.61750351,29.57234317,14.93685411,6.5905701,-0.455277349,-7.673307677,12.46254834,10.35820089,0.347561322,1.877362757,STANDING
187,-39.18404352,23.91592674,7.487767674,7.197623483,3.870260242,-11.33023636,11.24411703,12.68417927,2.396554152,-0.139101592,STANDING
188,-36.94838753,13.60982472,10.52306169,2.957012482,5.169632777,-5.643370347,9.031033496,12.17629527,-3.726205837,6.74877229,STANDING
